layer,feat_idx,description,explanation_model,type,max_act_approx,frac_nonzero,top_pos_tokens,top_neg_tokens
1,28283, mentions of specific individuals and their relationships to various contexts,gpt-4o-mini,oai_token-act-pair,2.392,0.03045845031738281,")âĢĵ, ?)., iani, ?),  Ranch","ģ, », Ĥ¬, Ĥ, ĸ"
1,28483,"instances of the word ""to"" and related phrases that indicate direction or purpose",gpt-4o-mini,oai_token-act-pair,3.206,0.004026412963867188,"¡, °, rapeut, ĥ, ½","ricular,  sake, ieux, ervation,  Reading"
1,28637, constructs related to programming or software development,gpt-4o-mini,oai_token-act-pair,4.322,0.0557104746500651,"""}](#, !),, )',, )"",, ),","  
 , 

  ,                           , 
  
 , <|outofrange|>"
1,29204, terms and identifiers related to programming and data structure definitions,gpt-4o-mini,oai_token-act-pair,1.668,0.01299095153808594," Equipment, Marshal,  Engine, etable, eLife","?âĢĿ, ?âĢĻ, ?)., acial, orting"
1,29206, references to ages and durations,gpt-4o-mini,oai_token-act-pair,3.573,0.006146113077799479,"vance, izumab,  resolution,  resolutions, ured"," Redistributions,  ...),  PCB, org, )|^"
1,29469, keywords related to veterans and military service,gpt-4o-mini,oai_token-act-pair,0.713,0.04371420542399088,"...](, iginally, .'"", ""];, ,'""","<|outofrange|>, 
ĉĉ   ,  
           , <|outofrange|>, 
                                  "
1,30077, programming-related terms and concepts,gpt-4o-mini,oai_token-act-pair,2.008,0.04749552408854166," Teams,  Netanyahu,  Suite,  coats, rounded","ħ, ®, ľĵ, ĳ, Ĩ"
1,30210," words related to ""management"" or entities involved in management activities",gpt-4o-mini,oai_token-act-pair,4.206,0.001786231994628906,"ary, arily, aries, naire, aire"," my, >"";, vet,  *"", ubotu"
1,30248, names and references to female characters or individuals in various contexts,gpt-4o-mini,oai_token-act-pair,5.799,0.007962544759114584,"enos, icides,  citations,  mentions, aho","¼, ĨĴ, ¿½, ĻĤ, ĵ"
1,30848,terms related to biochemical processes and molecular biology,gpt-4o-mini,oai_token-act-pair,1.408,0.004173596700032552,"Ļ, £, ī, ļ, ĳ",""")), "")],  favour, ""));, "")."
1,30999,complexities and nuances in social and economic situations or issues,gpt-4o-mini,oai_token-act-pair,1.319,0.02140522003173828,"{}{, orously, atisfied, affin, HECK","¢, <|outofrange|>, č
                   , č
č
           ,                  "
1,31205, words that relate to definitions and meanings,gpt-4o-mini,oai_token-act-pair,2.081,0.01367378234863281," interchange,  spoken,  uttered,  coined,  Anglic","ondo, pless, emente, avia, visory"
1,31728,"repeated or prominent mention of the word ""ley.""",gpt-4o-mini,oai_token-act-pair,4.601,0.001201947530110677,"hurst, wic, wagen, velt, istics",">>, >$, due,  late, ."""""
1,31925,references to Mexico and related geographical locations,gpt-4o-mini,oai_token-act-pair,5.994,0.000983874003092448," City, City, town, iang,  Valley","ĥ½, ¼, Ħ, ľ, ´"
1,32314," words related to ""ack"" which may represent a brand or product name",gpt-4o-mini,oai_token-act-pair,4.828,0.001280466715494792,"enzie, starter, gart, owitz, manship"," anaest,  such,  particular, ...',  quiet"
1,32543,terminology related to technical features or specifications,gpt-4o-mini,oai_token-act-pair,1.582,0.0157928466796875,"ÅĽci, enos, vill, suppl, pora","opause,  thy, >$,  yourself, ?"""
2,257,"dynamic actions and events involving movement, conflict, or emotional intensity",gpt-4o-mini,oai_token-act-pair,2.498,0.01790301005045573," onto,  down,  upward,  inward,  back","Ŀ, §, ĥ½, Į, Ĩ"
2,326," occurrences of the term ""word"" and its variations",gpt-4o-mini,oai_token-act-pair,4.77,0.001546859741210938,"sworth, press, tagged, smith, wave","ı,  circumstances, ]>, ational, ubicin"
2,546," occurrences of the ""@"" symbol, typically indicating mentions or tags in a social media or programming context",gpt-4o-mini,oai_token-act-pair,5.292,0.0008306503295898438,"±, ¼, ¾, Ĳ, ľĵ","inary, ierno, ening, arter, ination"
2,690,dates and years,gpt-4o-mini,oai_token-act-pair,4.616,0.00135962168375651," anniversary, bed, irected, nikov, acters","ľĵ, 
                              ,       
 , 
           , 
            
           "
2,813, phrases related to commands or directives,gpt-4o-mini,oai_token-act-pair,3.924,0.02742862701416016," listeners,  readers,  subscribers,  customers,  consumers","ther, ket, ium, umab, atur"
2,826, references to court-related terminology and legal proceedings,gpt-4o-mini,oai_token-act-pair,3.541,0.005177497863769531," martial,  impartial,  justice, ship,  judges","]>, xygen, )](#,  kernels, chy"
2,1401, quantifiable metrics or statistical figures related to poverty and its impact,gpt-4o-mini,oai_token-act-pair,0.953,0.04027366638183594,"grily, hee,  rate, Ĵ, itely","erty, srep,  entitled, .âĢĻ,  fluoride"
2,1577,references to security forces and related groups,gpt-4o-mini,oai_token-act-pair,1.405,0.03493626912434896," Orchestra,  Islands,  Gallery,  Revolution,  Gang",":`, ALLY, thood, atches, PING"
2,1753, words related to cleaning and maintenance processes,gpt-4o-mini,oai_token-act-pair,2.199,0.01401678721110026,"able, backs, ingly, ishly, eners","ĵ, Ĥ, ļ, », Ŀ"
2,2071, the concept of persistence or continuity over time,gpt-4o-mini,oai_token-act-pair,5.236,0.0007232030232747396," unchanged, ders,  intact,  unresolved,  unaffected","Ħ, Ĵ, ª, ½, ģ"
2,2141, titles and prominent names related to entertainment and culture,gpt-4o-mini,oai_token-act-pair,3.803,0.01151593526204427,"acious, aste, rooms, '-, ostatic",")</,  {@,  <!--,  <, )^[@"
2,2203, words or phrases related to recruitment or onboarding processes,gpt-4o-mini,oai_token-act-pair,3.354,0.01134268442789713,"ersion, itious, ÂĴ, lement, ating","../../, ""));, "");, llo, return"
2,2340, discussions about political qualifications and connections in various contexts,gpt-4o-mini,oai_token-act-pair,1.355,0.03021844228108724,"iciency, ocity,  deficiency, availability, icity","ĻĤ, ¼, Īĺ, Ĭ, 

   "
2,2593,"references to Russia and its capital, Moscow, along with related geopolitical topics",gpt-4o-mini,oai_token-act-pair,3.878,0.00206915537516276,"ĸ, Ĵ, ¡, ¦, ¤","urable,  gastrointestinal, ories,  colorectal, pless"
2,2791, punctuation and special characters in the text,gpt-4o-mini,oai_token-act-pair,3.001,0.01532491048177083,"¼, ©, Ĺ, °, ĻĤ","lement,  influence, mente,  thereafter, )\]."
2,2910, place names and geographical locations,gpt-4o-mini,oai_token-act-pair,2.522,0.006811459859212239,"hurst, ŀ, shire, à±į,           "," such,  \"",  null,  onto,  euros"
2,2982,"terms related to health services and diagnoses, especially in children",gpt-4o-mini,oai_token-act-pair,1.65,0.03231207529703776," reasoned, note,  commentators, nex,  warn","Ļª, ĭ, ĨĴ, ĥ½, Ĥ¬"
2,3151, terms related to composite materials,gpt-4o-mini,oai_token-act-pair,2.885,0.002396901448567708,"hemat, oin, HEL, urity, ¿½"," animals,  age,  das, las,  deceased"
2,3229,names and abbreviations of programming languages and related technologies,gpt-4o-mini,oai_token-act-pair,1.776,0.01277001698811849,"vist,  itself,  Pradesh, ows, nier"," parte, number,  toxic,  alanine,  LHC"
2,3267," instances of the word ""that.""",gpt-4o-mini,oai_token-act-pair,5.667,0.004594167073567708,"cher,  same, <|outofrange|>, 
                                                                                                ,  
       ","iences, ups, rates, avour,  estimates"
2,3511, conjunctions and related phrases in discussions of multiple topics,gpt-4o-mini,oai_token-act-pair,2.753,0.01126925150553385,"journals,  recommend,  \*\**, iences, etc","à±į, à±ģ, àµį, àª¾, coat"
2,3556,references to political figures and governance related to national issues,gpt-4o-mini,oai_token-act-pair,2.111,0.03486855824788412," agency,  sanctions, ]:,  government,  protesters","ľĵ, Ļª, ĥ½,                                                                              ,           
 "
2,3599, references to specific products or brands in a consumer context,gpt-4o-mini,oai_token-act-pair,1.757,0.02938143412272136,"ingle, wd, omer,  realise,  learns","Ã´le, »¿, ¦, Ŀ, Ń"
2,3629," occurrences of the word ""it"" and variations of other referring expressions",gpt-4o-mini,oai_token-act-pair,3.426,0.01594924926757812,"Ĺ, Ĭ, Ļª, ĥ, ±","elihood, argin, icity, sectional, prints"
2,3670, phrases related to personal experience and existential questioning,gpt-4o-mini,oai_token-act-pair,1.619,0.03444321950276693," own,  etc,  outright, etc, ooo","ł, ¦, «, ķ, ĳ"
2,4339, historical dates and significant events related to American history and political figures,gpt-4o-mini,oai_token-act-pair,4.31,0.0006872812906901041," Ð³Ð¾Ð´, century,  onwards, neum, afx","ages, ions,  involved, lying, eks"
2,4439, references to historical military conflicts,gpt-4o-mini,oai_token-act-pair,1.713,0.02709388732910156,"ĥ,  servants,  royal,  orn,  Protestant","ensit,  2020,  FDA, âĢĿ,  âĢĿ"
2,4462," instances of the word ""with.""",gpt-4o-mini,oai_token-act-pair,6.289,0.001816431681315104," 
     , 
                              ,        
 , 
                             ,                                  ","teen, ISTER, ader, sburg, liness"
2,4511,references to approaches and recommendations related to problem-solving and decision-making,gpt-4o-mini,oai_token-act-pair,1.293,0.04314390818277995,"\]](, iting, idious,  dealing, anting","ĸ´, ľĵ, »¿, ĻĤ, ¾"
2,4942,references to academic publications and works by authors,gpt-4o-mini,oai_token-act-pair,1.452,0.01003487904866537," of,  himself, himself, lining,  lev","ľĵ, ypse, ©,  okay, Ķ"
2,4974, components related to programming structures and functions,gpt-4o-mini,oai_token-act-pair,2.011,0.02136484781901042," </, pp, ()</, à±, ÐµÐ","ĸ´, ĸ, ¸, Ħ, ľĵ"
2,5390, institutional and operational aspects of education and programs,gpt-4o-mini,oai_token-act-pair,0.964,0.08679040273030598,"Ļª, ĭ, ¿½, ģ, §","()</, emia,  behaviour, ication,  mechanism"
2,5524," words ending in ""ing"" across various contexts",gpt-4o-mini,oai_token-act-pair,3.514,0.002888361612955729,"redients, roup, uez, bird, ue","ī, Īĺ, ©, Ĥ, 
                                      "
2,5640,references to sports seasons and related events,gpt-4o-mini,oai_token-act-pair,4.936,0.00107574462890625," finale,  opener, ally, ality,  ticket","ĺ, ŀ, ı, ´, ĥ"
2,5796,"references to economic policies and market dynamics, specifically related to the Federal Reserve and its actions",gpt-4o-mini,oai_token-act-pair,2.032,0.0317385991414388," dominates,  deserves,  exists,  spokesperson, blr","¿½, ĻĤ, ĳ, ¼, ³"
2,6241," instances of the word ""os"" in various contexts",gpt-4o-mini,oai_token-act-pair,4.085,0.001370429992675781,"clerosis, keleton, ynthesis, aurus, creen","){#,  preponderance,  ...), tail, yel"
2,6373, geographic and location-related information,gpt-4o-mini,oai_token-act-pair,1.847,0.02432982126871745," adjacent,  south,  north,  east,  adjoining","journal, ¶, «, ¦,  dice"
2,6462,"references to locations and nationalities, particularly those related to Mexico and Spanish-speaking countries",gpt-4o-mini,oai_token-act-pair,3.079,0.002547899881998698,"eland, quez, uego, illo, icans","rings, ophen, ayed, ays, ement"
2,6691, structured data representations or hierarchical items,gpt-4o-mini,oai_token-act-pair,3.363,0.002659479777018229,"teenth, teen, olving, th, olver","oya,  vain,  mistake, amaz, ikov"
2,6697, references to legal terms and judgments,gpt-4o-mini,oai_token-act-pair,0.865,0.04186884562174479,"ault, fect, ī, fecture, ert"," respectively,  alike,  Hillary,  participant,  deserve"
2,6845, references to community programs and initiatives aimed at helping vulnerable populations,gpt-4o-mini,oai_token-act-pair,1.515,0.10455322265625,"anges, rapeut, Inflater, erad, agne","İ, ¹, ¿½, 
ĉĉĉĉĉ, ĥ½"
2,7134, sequences of numerical values and patterns,gpt-4o-mini,oai_token-act-pair,1.608,0.02644252777099609,"Ĵ, ·¸, Ĳ, ¤, Ĩ",")];, noreply, )]{}, )]., eton"
2,7173,keywords related to superheroes and comic book characters,gpt-4o-mini,oai_token-act-pair,2.668,0.02369213104248047,"bones, buntu, enstein, à±į, world","ĥ½, ı, ¯, Ŀ, ħ"
2,7183,geographical locations and mentions of cities,gpt-4o-mini,oai_token-act-pair,2.68,0.01018555959065755,"iana, fecture,  nowadays, vast, imar","¾, ±,  
           ,                            , 
  "
2,7457,"variations of specific nouns and verbs, particularly in context to objects and actions",gpt-4o-mini,oai_token-act-pair,1.81,0.01968320210774739,"minist, enas, arcin, mand, ish"," Culture,  Clock,  Address,  Store,  Threat"
2,7495, repeated occurrences of the letter 'B',gpt-4o-mini,oai_token-act-pair,4.04,0.0009867350260416667,"acter, acillus, less, land, rendan","quot, plify, ftware, itivity, ppings"
2,7807,emotional themes related to experiences of loss and support,gpt-4o-mini,oai_token-act-pair,2.987,0.02315934499104818," etc,  epit, gart,  heck,  ÐºÐ¾ÑĤÐ¾ÑĢ","opic, inals, erto,  !, rophe"
2,7867, terms related to individuality and personal expression in fashion,gpt-4o-mini,oai_token-act-pair,1.073,0.04282538096110026,"į, Ļª, ĨĴ, İ, Ī"," recommendations,  reviewer, thouse,  editions,  discounts"
2,8385, numerical identifiers or labels associated with items,gpt-4o-mini,oai_token-act-pair,1.913,0.08743508656819661,"vised,  violated, starter, ressor, conspir","¿½, ĻĤ, ħ, ¦, Ĭ"
2,8708,terms related to company names and programming references,gpt-4o-mini,oai_token-act-pair,3.251,0.03057448069254557,"Ļ, ¸, ī, «, °","![**, ogether,  ours, efore, .)."
2,8754, programming language syntax elements and functions,gpt-4o-mini,oai_token-act-pair,1.41,0.03691768646240234,"omitempty, cyst, via, onica, andra"," tales, hood, lications, NER, auer"
2,9128,references to a specific female individual,gpt-4o-mini,oai_token-act-pair,3.801,0.004693667093912761," herself, pherd, male, pher, athed","ĸ, ordin, ĸ´, ross, ord"
2,9303, references to food items and their presentation or packaging,gpt-4o-mini,oai_token-act-pair,1.118,0.05089696248372396,"ĥ½, Ĳ, 

   , 
                                 , 

     "," whichever,  respectively,  Sundays,  accordingly, Äĳ"
2,9425, mentions of monetary transactions and payments,gpt-4o-mini,oai_token-act-pair,6.184,0.002986590067545573," tribute, mium, pal, offs,  premium","ħ, Ĳ, », ĳ, ¨"
2,9517, structured programming elements and error codes in technical documentation,gpt-4o-mini,oai_token-act-pair,1.033,0.04590892791748047,"»¿, Ļª, ī, ĻĤ, Ĺ"," Spacewatch,  died, acular,  otherwise,  oath"
2,9959," occurrences of the word ""constant"" and variations thereof",gpt-4o-mini,oai_token-act-pair,5.061,0.0009438196818033854,"ness, ely, itudes, ially, ise","Ķ, oard, orent, kers, inth"
2,10443,references to nature and environmental elements,gpt-4o-mini,oai_token-act-pair,1.254,0.04427750905354818,"âĢĿ.,  whilst, âĢĻ., '.,  etc","watson,  âĢĶ,  ÂĹ,  Harbor,  Milwaukee"
2,10963, concepts related to fitness and exercise benefits,gpt-4o-mini,oai_token-act-pair,3.413,0.0255581537882487," Against,  Arms,  Abuse,  Studies,  Age","», ¶, µ, ¹, ¾"
2,11144,references to specific counties or geographical locations,gpt-4o-mini,oai_token-act-pair,6.15,0.001111030578613281," Sheriff, wide,  sheriff, ways,  Clerk","ĥ½, <|outofrange|>, 
                                                                ,           ,                                                                   "
2,11698, references to procedural or regulatory steps in contexts such as legal or construction processes,gpt-4o-mini,oai_token-act-pair,1.105,0.04358990987141927," respect,  blunt,  how,  basic,  another","Ð°Ñħ, :`, à½, à®¿, à¯"
2,12849,legal terminologies and processes related to court cases,gpt-4o-mini,oai_token-act-pair,1.324,0.0573571523030599,"Ģ, ļ, ĻĤ, Ĩ, Ħ","IRST, ÑĢÐ¾Ñģ, cco, ftware, ureus"
2,12935,phrases related to trust and collaboration,gpt-4o-mini,oai_token-act-pair,3.31,0.004344940185546875," respect,  regard,  regards,  utmost,  ease","teen, head, heading, headed, theless"
2,13520, programming-related syntax elements and symbols,gpt-4o-mini,oai_token-act-pair,2.08,0.01625156402587891,"§, ī, Ĵ, ¾, £","ships, iast, ipel, igent, wards"
2,14173, expressions of gratitude and appreciation intertwined with themes of romantic longing,gpt-4o-mini,oai_token-act-pair,3.579,0.01721731821695964,"noreply, cludes, egan, ></, Relative","ĥ½, ""}](#, ģ, Ł, rapeut"
2,14365," occurrences of the word ""the""",gpt-4o-mini,oai_token-act-pair,4.852,0.006246566772460938,"ĨĴ,  
     ,                                                                           ,                                                                               , 

    ","idades, ""}](#, ulation, ipore, ounce"
2,14516, phrases related to legal terminology and proceedings,gpt-4o-mini,oai_token-act-pair,1.531,0.08471075693766277,",âĢĶ, :--,  pardon, _;,  occasion"," Netflix,  2020,  ðŁ,  2017,  2018"
2,14526,specific character sequences related to patterns or transformations in language,gpt-4o-mini,oai_token-act-pair,1.765,0.01792653401692708,"·, į, Į, ĭ, ³"," hereby, GFR, icating, lining, -)"
2,14569,references to error messages and exception handling within code or documentation,gpt-4o-mini,oai_token-act-pair,0.912,0.0716260274251302,"ľĵ,   
 , 

                                , 
                  ,                                                                      ","hood, ights,  dock, pocket, ARS"
2,14696, references to leadership and management roles in various contexts,gpt-4o-mini,oai_token-act-pair,1.905,0.05352306365966797,"ĺ, Į, Ļ, °,                           ",":`, iverse, itories,  depends, tons"
2,14750, programming and technical language related to data manipulation and analysis,gpt-4o-mini,oai_token-act-pair,0.974,0.04946390787760416,"ameter,  intended, ceiving, ../../, grams","mate,  mercy, ollah, cke, ±"
2,14863, words and phrases related to programming and data handling in a specific context,gpt-4o-mini,oai_token-act-pair,1.161,0.04508399963378906,"ĻĤ, ©, ĨĴ, ¼, Ļª"," jurisd,  Rptr,  ]$, oracle, :`"
2,15337, programming and media-related terminologies,gpt-4o-mini,oai_token-act-pair,0.913,0.04799270629882812,"¿½, º, /#, Ļª, together","**., \].,  };, ilib, ISTER"
2,15590, legal terms and references related to court opinions and cases,gpt-4o-mini,oai_token-act-pair,0.887,0.03537527720133463,"Ĥ¬, ľ, ², ¡, Ĵ"," we, uum, ivation, atics, ouch"
2,15768,"repetitive uses of the word ""can"" in various contexts",gpt-4o-mini,oai_token-act-pair,5.771,0.002344767252604167,"'t, vas, zon, terbury, cels","¡, ¢, Ľ, ĻĤ, Ŀ"
2,16310,occurrences of download and video-related content and their statuses,gpt-4o-mini,oai_token-act-pair,0.866,0.0522162119547526," else,  owners,  females, esides, 
ĉĉĉ","chitz, neum, dorff, arynge, ignon"
2,16602,words related to names or identifiers,gpt-4o-mini,oai_token-act-pair,2.426,0.01431560516357422,"estone,  whom, ygon, foot, hurst","   
,                                              , 
                                                       , 
                      ,                   "
2,16745," concepts related to health, exercise, and physical conditions",gpt-4o-mini,oai_token-act-pair,2.826,0.01807626088460286," alike,  respectively,  industries,  versa,  sectors","»¿, ĻĤ, Ļª, į, ©"
2,16763, queries related to file manipulation and operating system commands,gpt-4o-mini,oai_token-act-pair,1.124,0.008880615234375,"?"",, ork,  -,  updates, ĨĴ","hesis, coh, indicated,  receipt,  epit"
2,16916,quoted speech or dialogue,gpt-4o-mini,oai_token-act-pair,3.663,0.004240036010742188," noct, .',  fierce, rceil, substack","orov, imer, unov, \@, pective"
2,16976,specific names and terms related to various cultural or historical figures and concepts,gpt-4o-mini,oai_token-act-pair,2.141,0.01107629140218099,"aceae, ´, udi, enas, ŀ"," age,  differently, otype, okinetic, OUBLE"
2,16995,references to spirituality and religious themes,gpt-4o-mini,oai_token-act-pair,1.951,0.04761918385823568," thereof,  respectively, '"",  consequence,  purposes","», Ĵ, ½, Ĥ¬, ¡"
2,17405," mentions of European countries, particularly France",gpt-4o-mini,oai_token-act-pair,4.026,0.002205848693847656," Today,  Airlines, ICO, ese, ico","¼, ¾, ¹, 
  , č
   "
2,17672,terms related to planning and organization of events or structures,gpt-4o-mini,oai_token-act-pair,1.617,0.01427173614501953,"istics, actory, isms, manager, icense","ī,  ces, ¤, ·¸, 
ĉ   "
2,17937,references to specific entities or concepts that are personal and relational,gpt-4o-mini,oai_token-act-pair,3.16,0.01442750295003255,"¦, Ĵ, °, Ĭ, 
                                     "," missionaries,  Canadians,  natives, abilities,  anyone"
2,18345,"words related to contextual forms of ""ment"" used in various contexts such as development, orientation, and payment",gpt-4o-mini,oai_token-act-pair,2.995,0.003014246622721354,"ary, ive, arily, enue, orable","Īĺ, ĻĤ, ĸ´, ķ, Ľ"
2,18482,significant numerical values or equations related to scientific or technical contexts,gpt-4o-mini,oai_token-act-pair,0.856,0.04853343963623047,"ications,  Bras, icates, aceae, eries","¦, Ŀ, °, Ĥ¬, ģ"
2,18664, specific attributes and features related to products and services,gpt-4o-mini,oai_token-act-pair,0.898,0.04210027058919271," proprietary,  restrictive,  mergers,  jets,  companions","į, ĨĴ, Ł, Į, č
       "
2,18777,questions or statements expressing doubt or skepticism,gpt-4o-mini,oai_token-act-pair,1.994,0.05950546264648438," habit, ite,  imagination, ""}](#, \]]{}","documentclass, ľ, ļ, Ŀ, ¦"
2,18785, technical terms related to electrical engineering and power systems,gpt-4o-mini,oai_token-act-pair,1.175,0.05076058705647787,"noreply, pile,  duplex,  cereb, /)","olf, ľ, ]:,  himself, ighter"
2,19060," occurrences of the substring ""ack"" within words",gpt-4o-mini,oai_token-act-pair,3.15,0.003473599751790365,"nell, enzie, starter, ney, iewicz"," systematic,  Commonwealth, ""}](#,  such,  anaest"
2,19095,words related to names and titles,gpt-4o-mini,oai_token-act-pair,4.588,0.003643989562988281,"Į, £, ª, §, °","omenclature, rapeut,  longer,  nicer,  better"
2,19459, programming language constructs and definitions,gpt-4o-mini,oai_token-act-pair,0.947,0.04923184712727865,"ĻĤ, ħ, Ĳ, 

                                , <|outofrange|>","liness,  invariance, ime, ""}](#, raint"
2,20493,references to geographical locations,gpt-4o-mini,oai_token-act-pair,0.988,0.0339972178141276,"»¿, Ń, į, Ļª, Ķ","ITED,  hats, Competing, ^âĪĴ/âĪĴ^, itage"
2,20680," references to individuals, particularly in the context of legal or formal settings",gpt-4o-mini,oai_token-act-pair,4.846,0.00963751475016276," Jr, æ°ı, udeau, hoff, éĥ","otropic,  such, osphere,  EU, ubuntu"
2,20745, technical terms and concepts related to programming and technology,gpt-4o-mini,oai_token-act-pair,1.639,0.03127797444661459," ÐºÐ¾ÑĤÐ¾ÑĢ,  attention,  true,  Idaho,  _","į, Ļª, ĭ, Ĵ, ¦"
2,20809,keywords related to programming classes and frameworks,gpt-4o-mini,oai_token-act-pair,1.572,0.04710547129313151,"!_, 
ĉĉ, 

ĉĉ, "":, nier","´, ®, °,       
 , 
  "
2,21003,"frequently mentioned words related to size, importance, or ranking",gpt-4o-mini,oai_token-act-pair,6.3,0.002628962198893229," strongest,  brightest,  virtues,  finest,  ways","ãģ£ãģŁ, olving, ÐµÐ»ÑĮ, omerase,  cortisol"
2,21031, information related to legislative and legal matters,gpt-4o-mini,oai_token-act-pair,2.215,0.02888298034667969," might,  existed,  should,  ought,  cannot"," arena,  eds, quart,  Appendix, avir"
2,21212, phrases relating to legal or commercial activities and obligations,gpt-4o-mini,oai_token-act-pair,1.002,0.0585028330485026," respectively, )):, iac,  agree,  divisions","ĨĴ, ĥ½, ľĵ, Ī, vim"
2,21398, words related to actions and processes indicating completion or fulfillment,gpt-4o-mini,oai_token-act-pair,2.874,0.01017665863037109,"orce, ently,  same,  them, raise","¸, ħ, ĻĤ, ģ, ¹"
2,21588, concepts related to scoring and performance metrics in games or competitions,gpt-4o-mini,oai_token-act-pair,2.337,0.01417382558186849," categories,  Participants, times,  charts, /(","Ĥ, į, İ, ptin, º"
2,21661,"actions related to management, decision-making, and social engagement",gpt-4o-mini,oai_token-act-pair,3.371,0.009259541829427084,"ulate, pone, stitute,  them,  careers","§, Ŀ, ľ, Īĺ, ¨"
2,21948,discussions around personal experiences and testimonies related to life events,gpt-4o-mini,oai_token-act-pair,4.77,0.2141440709431966,"¿½, ¦,  degrees, ļ, ©","Inflater, iph, ')), ')$, ugu"
2,22072, key terms related to programming concepts and constructs,gpt-4o-mini,oai_token-act-pair,0.845,0.06854756673177083,"ships,  lately,  yours, offic,  outfits","³, Ĥ¬, », ·¸, ł"
2,22157,themes related to spirituality and personal sacrifice,gpt-4o-mini,oai_token-act-pair,1.835,0.03583717346191406,"¼, Ļ, ¹, ı, ¿"," coupled, sequ, othal, phosph, coupled"
2,22351,terms related to process management and error handling in programming,gpt-4o-mini,oai_token-act-pair,1.187,0.0347900390625,"ickets,  enough, ometry,  inductive,  morning","»¿, §, ī, Ĺ, ¿½"
2,22556,references to specific organizations or names associated with education and institutional contributions,gpt-4o-mini,oai_token-act-pair,1.617,0.01055208841959635,"¦, «, ī, ¨, ĻĤ"," therein, purpose, ingle, here, equal"
2,22783, phrases that indicate comparisons or evaluations,gpt-4o-mini,oai_token-act-pair,2.261,0.01548639933268229,"ĸ, ĨĴ, 
                          ,  
         ,                      ","cases,  whom,  Suite, acks, ystems"
2,23001,words related to various forms of adjectives and participles,gpt-4o-mini,oai_token-act-pair,1.913,0.005823771158854167,"vity, »¿, urs, vel, mpty","hered, s, defined, lay, aday"
2,23070,"the repetition of the word ""so"" in various contexts",gpt-4o-mini,oai_token-act-pair,7.322,0.00103918711344401,"aring, bject, 
                                             , 
               , 
Č      ","ments, ings, urations, ees, ials"
2,23126,phrases related to business management and organizational support,gpt-4o-mini,oai_token-act-pair,1.802,0.06199487050374349," âĢĺ,  efficiently, ola,  intellig, ship","ĻĤ, Ī, ·¸, «, Ļ"
2,23252,"mentions of countries, their governance, and their economic agreements or activities",gpt-4o-mini,oai_token-act-pair,2.234,0.02665011088053386," coast,  national,  richest,  Islands, iest","msgstr,  yourself, unreadable,  attachments,  directed"
2,24003,references to music or entertainment entities and events,gpt-4o-mini,oai_token-act-pair,2.617,0.01988283793131511," itself, game, 's,  themselves, maker","ĥ½, Ķ, ĳ, ľ, Ĥ¬"
2,24034, phrases related to genetic traits and mutations,gpt-4o-mini,oai_token-act-pair,1.197,0.02310593922932943,"igraphy, à¯į, àµį, Inflater, àµ"," Dover,  Bet,  Sing,  Holland,  Freedom"
2,24054,references to Italian identity and culture,gpt-4o-mini,oai_token-act-pair,5.31,0.00183868408203125,"nex,  Affairs, widgets, oslov, inch","lessly,  certain,  confocal, estinal, gged"
2,24197,"questions or inquiries that start with ""What.""",gpt-4o-mini,oai_token-act-pair,6.745,0.0010223388671875," happened,  kind,  happens, soever, beth","ľ, ¸, ĸ, ´, ĥ"
2,24293," punctuation marks, particularly periods",gpt-4o-mini,oai_token-act-pair,5.678,0.0008398691813151041,"ĥ½, ¸, Ķ, unnumbered, ½","ieri, nikov,  direction,  programme, grams"
2,24318,phrases indicating independent actions or personal agency,gpt-4o-mini,oai_token-act-pair,2.379,0.0135189692179362,"rails,  behalf, InstanceState, ystems, top","Ń, Į, §, º, ¢"
2,24531,elements and themes related to music and film production,gpt-4o-mini,oai_token-act-pair,2.364,0.02457936604817708," premiered,  scenes,  genre, fiction,  comedy","Ĺ, ĥ½, ¯, ĸ, ĭ"
2,24742,"names of individuals or entities, particularly in the context of professional or academic settings",gpt-4o-mini,oai_token-act-pair,3.292,0.008155186971028646,"¿, °, ¾, ½, Ļ","erad, agma,  */,,  sake, pshire"
2,24871, technical terms and values related to programming and data structures,gpt-4o-mini,oai_token-act-pair,1.958,0.03319422403971354,"nier,  Ãħ,  Hof, apine, amiento"," realise, ĨĴ, ľĵ, []), Į"
2,24930, references to Johnathan Swift and his satirical work,gpt-4o-mini,oai_token-act-pair,2.465,0.04183197021484375,"¢, ³, °, ¦, ©","gon, lections, ligt, )"",, )[@"
2,25000, keywords and parameters related to configuration settings in software,gpt-4o-mini,oai_token-act-pair,0.946,0.04201825459798177," Sys,  sua, mente, izes,  belts","ĻĤ, Ļ, Ĺ, ĵ, ³"
2,25136, distinct entities and elements in technical contexts,gpt-4o-mini,oai_token-act-pair,1.098,0.05492591857910156,"ľĵ, 
                  , 
            ,    
,                                                                            ","gage,  Ãħ,  Treaty, liness,  Draft"
2,25194," instances of the preposition ""on""",gpt-4o-mini,oai_token-act-pair,4.848,0.004349708557128906," behalf, shore, stage, look, cology","ģ, ĳ, Ĺ, Ŀ, ī"
2,25235," topics related to music, performance, and emotional experiences",gpt-4o-mini,oai_token-act-pair,1.273,0.02984396616617839,"helm, ystems, ICO, gel, iator","ĥ½, 
  âĢĥ,  
           , 
  
 ,            "
